timestamp,sensor,x,y,z
1768239954.1873894,acc,0.050537109375,-0.058837890625,1.01953125
1768239954.1948614,acc,0.053466796875,-0.059326171875,1.028564453125
1768239954.2030187,acc,0.060791015625,-0.05419921875,1.0263671875
1768239954.2170596,acc,0.0673828125,-0.04248046875,1.02587890625
1768239954.22474,acc,0.070556640625,-0.03466796875,1.020751953125
1768239954.23179,acc,0.0595703125,-0.031982421875,1.021240234375
1768239954.247292,acc,0.044921875,-0.028564453125,1.01904296875
1768239954.2549703,acc,0.035400390625,-0.028564453125,1.0185546875
1768239954.262261,acc,0.03369140625,-0.034423828125,1.02001953125
1768239954.2770002,acc,0.038330078125,-0.040771484375,1.0302734375
1768239954.2849007,acc,0.046630859375,-0.046875,1.039794921875
1768239954.2995298,acc,0.04541015625,-0.05322265625,1.0419921875
1768239954.3073812,acc,0.046875,-0.055908203125,1.041748046875
1768239954.3150454,acc,0.05029296875,-0.056396484375,1.036865234375
1768239954.3223953,acc,0.042236328125,-0.054443359375,1.035400390625
1768239954.3364398,acc,0.02734375,-0.052978515625,1.03564453125
1768239954.3447728,acc,0.018798828125,-0.0517578125,1.029296875
1768239954.3517792,acc,0.023193359375,-0.05224609375,1.029296875
1768239954.3675473,acc,0.04443359375,-0.039794921875,1.032958984375
1768239954.3746688,acc,0.037353515625,-0.029052734375,1.03515625
1768239954.382193,acc,0.01025390625,-0.02783203125,1.02294921875
1768239954.4052322,acc,-0.0009765625,-0.0205078125,1.00830078125
1768239954.4052322,acc,0.004638671875,-0.0087890625,1.001708984375
1768239954.4123955,acc,0.013916015625,-0.002197265625,1.00341796875
1768239954.427766,acc,0.016845703125,-0.00390625,1.00048828125
1768239954.4347699,acc,0.007080078125,-0.00830078125,0.992431640625
1768239954.4417605,acc,-0.00927734375,-0.015380859375,0.971923828125
1768239954.4567592,acc,-0.011962890625,-0.0224609375,0.951904296875
1768239954.4645896,acc,0.014892578125,-0.012451171875,0.9521484375
1768239954.4721706,acc,0.03173828125,0.00439453125,0.951171875
1768239954.4796717,acc,0.0263671875,0.011962890625,0.938232421875
1768239954.4945836,acc,0.050537109375,0.006103515625,0.925537109375
1768239954.502368,acc,0.10986328125,0.003173828125,0.912109375
1768239954.5098891,acc,0.199462890625,0.007080078125,0.91796875
