timestamp,sensor,x,y,z
1768239445.8868978,acc,0.026611328125,0.210693359375,0.959228515625
1768239445.8943977,acc,0.035888671875,0.20556640625,0.986572265625
1768239445.9087121,acc,0.036865234375,0.1962890625,0.996826171875
1768239445.9167402,acc,0.034423828125,0.189208984375,0.99609375
1768239445.923737,acc,0.04150390625,0.189453125,0.983642578125
1768239445.939393,acc,0.042236328125,0.19189453125,0.968994140625
1768239445.9471312,acc,0.02734375,0.1904296875,0.983642578125
1768239445.9618945,acc,0.020751953125,0.1904296875,1.011962890625
1768239445.9629047,acc,0.0205078125,0.188232421875,1.02880859375
1768239445.9773524,acc,0.0087890625,0.188720703125,1.0498046875
1768239445.9843814,acc,-0.001220703125,0.190673828125,1.072265625
1768239445.9921703,acc,-0.00244140625,0.1865234375,1.094482421875
1768239446.0061207,acc,0.0009765625,0.175048828125,1.113037109375
1768239446.0141237,acc,0.009521484375,0.163330078125,1.125
1768239446.0206335,acc,0.010986328125,0.148193359375,1.11279296875
1768239446.0369754,acc,-0.0048828125,0.14794921875,1.085693359375
1768239446.0496233,acc,-0.02587890625,0.166015625,1.065185546875
1768239446.0528655,acc,-0.041259765625,0.18212890625,1.061767578125
1768239446.0664294,acc,-0.05078125,0.189453125,1.06640625
1768239446.0734339,acc,-0.047607421875,0.18994140625,1.07470703125
1768239446.0814342,acc,-0.03564453125,0.193359375,1.079345703125
1768239446.0964596,acc,-0.022216796875,0.197265625,1.0849609375
1768239446.1059847,acc,-0.024658203125,0.204833984375,1.080810546875
1768239446.1189845,acc,-0.0234375,0.216064453125,1.05224609375
1768239446.1259854,acc,-0.030029296875,0.22998046875,1.0087890625
1768239446.1339815,acc,-0.033447265625,0.2451171875,0.958251953125
1768239446.1409838,acc,-0.044921875,0.2626953125,0.926513671875
1768239446.1559837,acc,-0.06982421875,0.26953125,0.91796875
1768239446.1644037,acc,-0.0517578125,0.27978515625,0.903564453125
1768239446.1718953,acc,-0.013916015625,0.295166015625,0.88037109375
1768239446.1869676,acc,-0.00830078125,0.3125,0.85498046875
1768239446.1945689,acc,-0.040771484375,0.3232421875,0.83544921875
1768239446.2008655,acc,-0.05712890625,0.331787109375,0.813232421875
1768239446.2170002,acc,-0.05419921875,0.33935546875,0.76123046875
1768239446.2244086,acc,-0.076171875,0.351806640625,0.715087890625
1768239446.2315369,acc,-0.091796875,0.366943359375,0.689697265625
1768239446.246877,acc,-0.07177734375,0.3798828125,0.70068359375
1768239446.254415,acc,-0.01318359375,0.395263671875,0.685546875
1768239446.2617602,acc,0.0458984375,0.409912109375,0.653564453125
1768239446.2759726,acc,0.05224609375,0.42138671875,0.624267578125
